Sentiment;TweetID;TweetText
negative;617742;ONTEM O SONY SE ASSUMIU DIZENDO QUE ERA VIADO #GameFutebol
negative;2186708;"Pense nisso: - › Se você reclama por ter ganhado um adidas e queria um nike; › › Eles adorariam ter uma... ~http "
positive;713678;Cheguei x-x hoje fui no Medico  no Trampo no Shopping comprei um Nike Reax *----*
negative;208140;acabei de chega em casa.. hje fui na muscu.. foi um saco p. varia :D
positive;525900;Boa tarde.. Vou pra casa da vovis neh
positive;2024698;"amanha vou ver com as minhas amigas qual nike e mais bonito; ADOOORO"
positive;216322;vo toma um banho ali fechadao no 13 porque eu so pika! hahaha
positive;698449;Ri mt com @user ontem qd Walesca respondeu q o vice-presidente atual é o Sérgio Cabral!  kkkkkkkkkkkkk
positive;771208;"E um ""agradecimento"" especial a divisão de games da Sony por continuar investindo naquela série de jogos dispensável e super estimada."
positive;887892;"MEU IRMÃO VAI ME DAR 2 NIKE SHOKS HOJE      &gt;&lt;"
negative;393186;"Eita @user cada dia que passa; baixa mais o nível dos RT seus hein ? Tá pensando em retuitar Paris Hilton tb ?"
positive;275958;"OOI Fanaticos por LS *_* queria recomendar um #Tumblr ; eu ri muito com o seu primeiro #POST ;você vai rir lagirmas ;~http  #RT"
positive;1297957;"resolvi baixar o Microsoft Security Essentials; mas o melhor GRATUITO é o Avast"
negative;1172935;"#Marcelo Adidas compra um carregador de celular que custa R$2;00 coloca do meu lado e quem me garante que não vai explodir?! #tofora"
positive;475391;amores sigam meu twitter pessoal @user  2
negative;306202;Quase na hora de sair do trampo.... aai.. mas ainda tem a facul! Aff...
negative;288115;"aain; como eu queria ta em Caicó esse FDS =X"
positive;1290082;"POHA Véi; to aqui pagando pau pro Nintendo 3DS; muito show. Quero jogar o clássico Star Fox 64 nele."
positive;254063;"Achou que eu viria num Audi ou num Sedan..?? Chegeui de Bermuda;Chinelo e uma Blusa de Lã!! (8)"
negative;718417;kkkk pior que é mesmo ontem fui durmir 3 e meia da manhã
positive;641259;"Caraca pense em uma aventura da poxa ;ir pra pendas de moto"
positive;1086661;"Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10    (20:00 hrs); RT e follow @user ~http  :P"
positive;781461;"Será que vai rolaaa dá gente fica será; será??? eu quero é tentar!!!(8) Vo pra ducha e depois facul!!!"
positive;1319037;"Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!!!!!!!!! ~http "
negative;452690;AAAAA Eu quero ver a @user e n tem ngm p ir comigo. #xorey :'|
positive;712445;Boa tarde @user @user @user @user @user @user @user @user @user @user
negative;674350;A procura da vontade de estudar...num frio de 4 graus...vixiii
positive;883829;Acabei de chegar do ctk ganhei dois trofeis !!! To esausto
positive;724742;"oi; tudo bem?"
positive;2377470;Sonhei que o Fulgore estava tentando invadir a minha casa... Super Nintendo é pra sempre
negative;2551551;QUEM USA BING ? QUEM ? ¬¬
positive;1543625;#Sorteio - Quero ganhar 2 Nintendo Wii Black! Venha para o @user! ~http
negative;764413;huauahuahu quem tomou banho de canequinha ontem?? huahua e ainda tomei um preju virando meu pé.. na escuridão vagando pela rua!!
positive;359154;Boa tardee * *
positive;593125;"Amanhã vou no clube e @user vai estar na academia ; então ela vai ficar comigo conversando pela portinha laranja ashuashuash o/"
negative;977555;porque eu nunca consegui capturar o trio regis no Pokemon Emerald? Será porque não tenho os tickets da Nintendo ou é falta de sorte mesmo?
negative;1053412;Comprei um Adidas star totalmente branco . . :)   com  o tempo ele fica preto  . . cinza quem sabe até marrom x]   óóó . .
negative;184481;que se foda a microsoft brasil! haha #MSBR
positive;649047;to no cel com meu amorzinho *-*
negative;190424;"Bate a bunda no chão;rala a bunda no chão; chão chão chão (8 to com essa musica na cabeça"
positive;544882;Leandro Damião jogando muiiiiito
positive;496241;Hoje é meu aniversário. Aceito doações: Desde o Máfia II (ps3) a uma Sony Handycam HDR-XR150!
positive;2399879;@mestreandroid: Xperia X10 Android 2.3 – Sony Ericsson está liberando a Atualização ~http  #android Deus te ouça!
positive;617752;ei pessoal que tem orkut add a comunidade sony sai de casa #GameFutebol Ei  faz isso ai add essa comunidade por favorrrrrrrrrrr
positive;2539861;OHHHH mim quer RT : @user Nike lança tênis futurista de 'De volta para o futuro 2'. ~http
positive;799178;Passeio hoje as 8horas CINEMA UHUUU SHOPPING TOTAL
negative;1428736;"Você não terá outra chance; a vida não é um jogo de  Nintendo . #Verdade!"
negative;1455683;PQP n to achando meu tenis da adidas preto! to achando q comerao ele so pode pra ter sumido -.-
positive;163775;Oi pessoas aki é a titia @user mais conhecida como @user bom dia amores
positive;619487;Hevo 84 os futuros reis do rock' :D (@bestricardo live on ~http )
negative;2615046;Nussss Paris Hilton me mandou um tt em ingles... nao entendo nada!!!!!!!! kkkkkkkkk
negative;223789;"O que antes me fazia levantar da cama; hoje me faz querer permanecer nela. ~http "
positive;358021;ele thá se declarandoo ..s2
negative;2561157;Falha impede que milhões acessem contas de serviços da Microsoft ~http  #ApocalipseNow
negative;230198;"o @user demora mil anos pra tomar banho e se arrumar; e sempre se atrasa u.u'"
negative;2473003;"Se a Nintendo não inovar na internet; continuará sendo uma escolha segundaria dos hardcores. né? ( #uoljogos live at ~http )"
negative;83306;"O time do Flamengo é mara ;kk ja demora pra fazer o gol e quando faz ta impedido kkk"
positive;1319020;"Tudo sobre os jogos desta quarta-feira pela Uefa Champions League; Supercopa da França e Copa Audi !!!!! ~http"
negative;1712186;"Tudo que eu quero é caro viu !!!!(Iphone; Ipad ; Nintendo Wii ......) Quero ver oq eu vou ganhar !!!!"
positive;166287;A vida vai trazer quem eu mereçoo (yn
positive;598551;"Ideologia; eu quero uma pra viver... Cazuza; completaria hoje 53 anos de vida."
negative;175637;Minha hora de ir embora passou tem 23mim.
positive;1316718;"Comprei um note  novo hoje; samsung boladão hsuahasuhasuas"
negative;180741;"resultado; um juba mto pior que a da #hermione no HP 1 ¬¬ e muito; muuuuuitos bolos e nos -.- #NaoSeiSerMulherzinha"
positive;15372;"Boa Noite gente ;"
negative;872630;orra hj fui compra umas camiseta da nike mais ñ achei nenhuma massa acho q amanha ou dpois vo no shoping omar la tem umas coisa mais gringa
positive;322334;"agora sim; to com o tao esperado monitor de 32..."
negative;702524;"kkkkkk ;  mo dó da porcada !"
positive;1276781;"dps de 24hs em frente ao hilton ..consegui autografos*---*..pena q nao o da amy..+ valeew  foi lindo o show do evanescence *----*"""
positive;760355;"grana no meu bolso; nike no meu pé; carros luxuosos na mansão..."
positive;752070;vou pra aulinha agora e depois academia...  bjusssssss...
positive;847430;Que tal em até 3 dias você conseguir 50000 seguidores no Twitter? Veja mais em: ~http
negative;604413;"eu não sou bruta; só não gosto de dizer as coisas eufemisticamente.. kkk"
positive;459456;estou no twitter pelo nintendo dsi pq acabo a energia aki em casa  MAIS JA VOLTO E Q O PC E UM POUCO LERDO P/ LIGAR
positive;177832;"Pow ; vc ta me deixando mal acostumada ..."
positive;1155359;"Sigo @user; retuito e concorro a 2 lindas mochilas Microsoft office. ~http  . Sorteio chegando."
negative;2397648;2 curiosidades inúteis sobre games: A tradução de Nintendo é “Deixe a sorte para o céu”. Capcom é a redução de “Capsule Computers
positive;670649;menino agita um pouco.. baixa Ready Or Not - Cascada . .. juro que vc vai gostar :D (@zecsinho live on ~http )
positive;839431;Boa Noite Loira  @user  !!
negative;311529;"Solidão no msn de novo ;;"
negative;1103766;"ja q nao conseguem mesmo parar de fumar pelo menos a chanel; Gucci e outrs poderiam inventar um aroma para cigarro...pq o cheiro é dureza"
positive;596586;Senhor...=)
positive;2219263;Corridinha de sabado? @user estamos inscritos num projeto da Nike (coisa boa) jaja recebo os horarios e te passo lol
positive;391709;Estreiando os óculos vermelhos! xD~
negative;1186620;Eu preferia estar em casa encarando os desafios a mim encubidos pela Sony #PS3
negative;1229561;Entenda o que a Sony fez comigo: ~http
positive;1124585;ai uns pulicia foi na minha escola da palestra e sabe cmo  tava vestido o vilao da historia deles ? kkk calça da cyclone gascan e nike kkkk
negative;57639;Até Agora Nenhuma Surpresa na Conferencia da Microsoft #e3
positive;871296;YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYEEEEEEEEAH PORRADA NO #INSENSATOCORAÇAO!
positive;90300;Sepá vou comprar um Nike 6.0
negative;2525425;"Tenho a impressão que na Microsoft tem 27.458 profissionais ""arrumando"" o Windows 7 e uns 3 stags arrumando o resto: Bing; WP7; IE's... =P"
positive;2409213;Comprei um cartão de 1500 Microsoft Points hoje! Depois vou gastar 1200 comprando o Section 8: Prejudice pro meu #XBOX360 !! =D
negative;428815;"quero ir embora POR FAVOR; ME AJUDEM. NAO AGUENTO MAIS FICAR AO LADO DOS MEUS TIOS; QUE MERDA"
positive;1318079;Me deu uma vontade de jogar SUPER NINTENDO =)
positive;418806;Use também o #MaisFollowers e ganhe MUITOS seguidores rápido: ~http
positive;264558;"claro @user  ; vc é minha japinha ."
positive;447733;"Pensando sériamente em arrumar um Nintendo 64 denovo; pra relembrar a infancia; rs. Quem pode me ajudar com isso?"
positive;821713;Assistindo o filme Rio e comendo uva passa...
positive;645723;"Caralho; quase chorei quando o cara fez o mario funcionar de novo no meu nintendo 64. Momento mais emocionante desse ano!"
positive;473636;Feriadao em Uberlandia e o Agentto a todo vapor.... LoL (@ Invit Negócios Inovadores) ~http 
positive;307230;Bjus atee mais tardee!
positive;1419313;"Muito bom kkkk RT @user Nao adianta você usar um Nike caro; se a sua alma é d conguinha..."
positive;299603;Nuus ainda vo coomer + fazeer a unhaa + festinha *---*
positive;617831;"Úh Papai chegou ♪ !Úh Papai chegou ♪ !""Úh Papai chegou ♪ !""Úh Papai chegou ♪ !""Úh Papai chegou ♪ !"
negative;133371;Paris Hilton é presa por fumar maconha em jogo do Brasil??? #putafaltadesacanagem
negative;754473;Que loucura é essaaaaa?????? Juiz FDP
positive;1278065;"Huhu; ganhei um curso no #CSBC de Visual Studio 2008 e ASP.NET; da Microsoft (lado negro da força); realizado pelo SENAC."
negative;827447;"estou jogando Nintendo 64 com a @user e estamos tentando zerar Mario; mas tá difícil :/ Adeus!"
positive;564583;"guarde o que foi bom; jogue fora o que restou."
negative;71787;"quem disse que consigo descansar ; pelo menos um pouco???"
negative;481802;daqui a poco vou sair do curso e minha tia quer q eu va la na feira :////// eu ñ to afim de ir
positive;372791;"Photo: › A vida é uma parede branca; pinte como quiser . ~http "
negative;179567;"Photo: › As pessoas dizem que a aparência não importa. Mas; duvido que elas olhem realmente só o coração. ~http "
positive;756924;Saindo do computer para virar nerd e ter uma carreira escolar bem sucedida... HAHA té parece
negative;350363;"Mãe; por que a senhora sempre vê programas de culinária se nunca faz as receitas? Pelo mesmo motivo que você vê pornô e não come ninguém!"
negative;764541;Taquicardia.... =[
positive;541836;Não é tolo aquele que abre mão do que não pode reter para ganhar o que não pode perder (JIM. E.)
negative;463561;ta tão frio que to abrindo a geladeira pra usar como aquecedor
negative;853948;"Hoje vai ser um dia BEM tenso pra mim; mas depois de 12:20 é sóóó dormir.."
positive;475319;"Hooje comprei 3 caixas de Bombom; porque será neeh ??!?"
negative;261080;"boom; vou tomar banhoo e da um jeitoo no belo que ta pequenininho :'( pooq eu fui cortar enn?"
positive;1817388;"Caraca.. orkut; twitter; ebuddy+ MSN +FaceBook e mais um monte dieh coisah no meu celular.. perfeito meu touch screen SAMSUNG Star Lite ;)!!"
negative;678360;"E se não quiser ver; então não veja. Sou nem obrigada."
negative;677975;vi o @user .. e o que eu fiz? saí correndo e dei um abraço nele :O aí fiquei envergonhado. é. HAUEHAUHAUE
negative;2399712;"Ações da Sony reagem após previsões; outros sites são invadidos  ~http  #terramobile"
positive;2336675;"psp2 anunciado; ontem li na revista xbox360 que poderemos ter anuncio do novo video game da microsoft ainda na E3 desse ano!!"
negative;447073;instalei meu nintendo 64... mas a tela fica toda chuviscada e o barulho cheio de ruido... nem da pra jogar :/ mimimimi
positive;137899;Minha mãe falo que não volta antes das 2da manha #ADOOORO
positive;555734;"Cheguei do treino! hoje foi irado. E o Renan Furou comigo;fdp. --'"
positive;738878;"É mesmo @user ; Teatro #MUVUCA tinha que ter todos os dias ; não só sábado... Sábado é o melhor dia da minha semana :D"
positive;184634;Vou pra lá !
positive;790563;Máquinas da Sorte – Nintendo | Garotas Nerds ~http  via @user
positive;2113676;"ChatON; um verdadeiro serviço global de comunicação móvel ! ~http  a Samsung apavorou ( @user  )"
positive;653071;Genteeeeee faltam apenas 44 seguidores para eu chegar nos 2mil hihi ajudemmmmm bjks
positive;85960;"quer me entender ? escuta Três palavras - Maria Cecilia e Rodolfo ;D a musica perf pra min '-.- :@"
positive;335021;Quero jogar no Nintendo Wii!
positive;772224;PEGASUS RYU SEI KEN !!! RT @user Comprado Nike Air Pegasus +27! Sem dores dessa vez!
positive;28713;Ronaldo já era... se aposentou o melhor jogador dos ultimos tempos!!!
negative;813072;Luciano vce e muito sonso kkkkkkkkkkkkkkk @user
positive;1086663;"Eu quero ganhar o Nintendo Wii que       o @user vai sortear dia 27/10 (20:00 hrs); RT e follow @user ~http  :P"
positive;828498;a amizade eh tudo .!! falsidadee morre aki .!!!
negative;230532;me deu uma saudade da minha #irmã hoje :(
positive;855576;"...transforma o meu deserto em um jardim secreto;lugar de intimidade contigo;Tu és tudo o que eu preciso ♪"
negative;298703;"CSI dublado no Canal Sony ficou estranho. Prefiro a dublagem que passa na Record; os dubladores deixaram mais natural..."
negative;741649;"Sol com muitas nuvens durante o dia. Períodos de nublado; com chuva a qualquer hora. não gostei"
positive;45674;mais ta bom sexta ou sábado eu colo na grade *-*
positive;112960;Eu quero um poster de Corazon Gitano do #MF continuação @user @user @user 515
negative;821406;E hoje a tarde... Uruguai!  ^^    -França nao me traz boas lembranças
positive;507003;Jogo muito foda mais deu 10x9 de virada mano :3 kkk
negative;1236050;O sony vegas 10 realmente é uma vadia!
positive;44358;"Boooommm  diaa pra  quem   não  tá  de ressaca ;x"
positive;390553;Boa Noite Galera!!!!  AMANHA TEM AULA!!!!  Qm vai levantar as 5:45am   \o/
positive;1906348;Inteeeeeeeeeeeer terceiro lugar na copa audi #TeAmoInter
positive;728184;Caííque nogueiiiira   perfeito dmsss dlçinha sdçaum iudhfig
positive;1511243;Pra felicidade dos gammers: a Microsoft anunciou que vai fabricar o Xbox 360 no Brasil. Preços bem mais baixos em breve o/
positive;2044792;"eu to no computador; o meu primo na no play 3 e o meu outro primo ta no nintendo I kkkk"
positive;1128322;"Hoje tive o prazer de conhecer o @user aqui no Audi DTCC; grande piloto e exelente pessoa."
positive;344270;agorá só há 90 minutos do título ! (yn'
positive;1095933;"é só camisa da ecko ; calça da oakley e tênis da adidas ; parece shopping center ♫♪ ' hahaha"
positive;1319032;"Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!!!! ~http"
positive;420247;Esse mlk temfuturo pena que saiu do timão qdo a pessoa é predestinada n tem jeito olhem na pag principal do site da nike ~http 
negative;661906;"Dizem que o orkut é uma porcaria; e que o Facebook é melhor... cara ñ tô nem ai eu uso os dois kkk......."
positive;410392;"Nem amanhã nem segunda nem terça eu voo te aula; ebaa! =)"
positive;205803;uuuh tá passando chaves EP(Episódio Perdido) é eu gosto e daí?!
negative;769786;Fato: Sharepoint da Microsoft e Fast 2010 nao fazem busca semantica !!!! Como resolver isso ? Veja em:  ~http
positive;1700491;Preciso comprar uma Sony Handycam. Acho que essa daria pro gasto. ~http  #sonyhandycam
positive;751466;Imagine se eu acho essa jacosa da Adidas pra vender. *O*
negative;829024;"aAH Caralho Napoli podera ser Adidas &gt;&lt; Inveja ¬¬''"
positive;2342510;Ganhei um nintendo wii iláá
positive;29499;"Se ele te amar; ele vai ficar."
positive;464672;saindo aqui pra quem fica BOA NOITE :DD
negative;2058308;Paris Hilton se irrita com repórter e deixa entrevista
positive;646045;"Hoje tem #Haven no @user! Vcs não vão perder; vão?? Às 22h!"
negative;1995684;"O Conar alegar q ""Devassa"" abusa do apelo sensual com a imagem da Paris Hilton é medo de perder espaço no mercado brasileiro."
positive;2250018;"Bom; segunda-feira não vou sair tirar do canal Sony a partir das 20:00 só para ver o #BieberNoCSI *---*"
negative;616115;"Aqui na Câmara; evoluímos na discussão da Ref. Tributária. Hoje; ouvimos representantes da indústria e do comércio sobre a competitividade."
negative;750715;"Quem elege os governantes não é quem lê jornal; é quem limpa a bunda com ele... e o que eu achoo..kkkkkkkkkkkk"
positive;987862;"Ganhei a mochila da NBA e a Bola de basket da adidas ;D  Mas como mané; segunda reuniao; pra sexta ir de aviao pra SP  \o/ Aí Vai Ser Pika'h"
positive;874992;O conteúdo dos palestrantes da Microsoft foram bacanas pakas
negative;2001572;"A tia baixou um XP pirata; fez o upgrade; deu treta; e ela liga pra Microsoft boladona: ~http"
positive;302205;ooi pessoas :)
negative;33610;“Qual a diferença entre homens e porcos? Porcos não viram homens quando bebem.”
negative;1229542;Novidade: acabei de devolver o dinheiro recebido de meu cunhado que me devolveu o MP3 SONY mais uma vez quebrado. Assitência lá vamos nós.
positive;427174;#spoilerday quem ganha o #wololoday é o lado azul!
positive;738544;"♪♪ Eu era feiaaa; mas hoje eu fiz chapinhaaa... ♪♪"
positive;208250;Academia Bola de Ferro no caldeirão do huck. Q FODA!
negative;157196;"vo deixa vcs com esse linda @user; que minha mãee ta mandando eu ir almoçar =/ jájá eu volto!!"
negative;656854;"Cabem na minha! RT @user Não sei se adiantaria ganhar os R$ 4;7 mi da Megasena. É q acho que nem caberia na minha conta bancária."
negative;77734;--' pouca gente no meu msn hoje! só tenho 45 ON
positive;2049369;"Atari ll; Mega Drive... agora tenho 2 Xbox Só andava de Kichute; me oferecem Nike Shox #conecrewdiretoria"
negative;797164;"Essa greve já ta dando agonia já; se eu ficasse em Sp seria mtoo melhor"
positive;280001;Não tão melhor quanto a Emily Osment.......+ canta bem
positive;185246;Hoje eu vi: (07:07) - Gosta de ti quem tu amas.  e  (19:19) - Terás uma surpresa. TOMARAAAA!
positive;657250;"na boa; tem banda melhor q @user nesse mundo??? nem de longe!!"
positive;2472992;Surpresa!!!! @user sabiam disto? RT @user Nintendo no Festival do Japão. No centro de exposições Imigrantes. ~http 
positive;1439643;jaja jogo do verdaum x flamengo. camarote adidas outro nivel....b huahausuhaus
positive;152133;"UHU; quero setembro! Vai ocorrer o evento da Microsoft e ela vai anunciar mais informações sobre o Windows 8. ÇÇ"
positive;391776;#Hoje faz um ano que passou um dos dias mas felizes da minha vida! =/
negative;439821;"éeh.. pelo que tãao comentando; a quadrilha do 3º tah ficando mto lecaal '-' vale a pena ir lá amanha hein povoo *-* #FestaJulinaEffieRolfs"
positive;1732238;"Recebi; agora; um presentinho do @user irado demais: um boné aba reta da nike 6.0... valeu mesmo"
positive;127985;"#bruno acabou de me ligar ROCK DO LADO DO COC; MULHERES DE GRAÇA ; ALGUEM QUER IR CMG ? ;999'"
negative;802453;"“Ignore; não ligue; não responda. Se te criticam é porque você é alguém.”"
positive;892017;"Siigo e Indicoo minha amiga &gt;&gt; @user @user @user @user @user @user SEGUE EELA =)"
positive;132307;Nossa to lembrando do que a @user disse hojee. kkk' to rindo sozinha aquii AHSUAHSUAHSHUS'
positive;496508;Gente ! Sou ADM da @user ! Seguem lá =D
negative;210336;"Muitos criticam a Suzana Vieira não pelo que ela faz; é por que ela é chata mesmo. uahuahuah"
positive;425536;"Porto Alegre; Porto Alegre; eu estou em Porto Alegre... Porto Alegre é um estado de espirito..."
negative;836132;Eu queria ser uma pessoa #melhor : /
positive;796026;quem quer vir aqui pra cas ajogar nintendo ? :B
negative;1878623;"affe todo mundo tem um nike preto com o logo rosa; nem vo comprar mais. :///"
positive;244804;Oh minha linda @user quando vou te vê de novo? Será que vai ser só do 2012? #Querominhasaulasdevoltaaaaaaa !
negative;556248;"tenho que ter cuidado com minha boca... eu disse ""Quero mais que a nintendo se exploda"" no dia seguinte caiu um Tsunami no Japão HAHAHAHA"
positive;414667;"..o trivial é saber se realmente 'aquele' era mesmo o caminho certo...pois bem; aprenda a confiar; tenha fé e busque sempre pelo bem..."
positive;504177;acho que vou pegar um pedaço de bolo um copo de leite gelado e ver o jogo do meu Palmeiras !!
negative;1612786;"E posa de Barbie versão Paris Hilton made 25 de Março evangelizadora??Ah; faça-me o favor!! Quem nasceu patuá n vira Tiffany!! E tenho dito!"
positive;53583;Amooor eu não consigo te esquecer me bate uma vontade de te veeer♫! Ooh paixãaao viu .. boa tarde amoores
positive;38198;Bom dia galerinha do twiitter
positive;154300;"boa noite para todos; e se cobrem :*"
negative;2313407;"Na verdade; eu uso; mas não é por quererRT @user  A Sony vai deixar de fabricar disquetes em 2011. Mas alguém AINDA usa disquete?!"
positive;496213;e ontem zerei o AC: Brotherhood (pelo menos a história principal). joguinho bom. agora falta as 3218 coisas secundárias a fazer
negative;384487;"ooo @user ; bom esquecer dagente né;/ iauhsiaus"
negative;1403099;"Highlights; tomar bronca na Holanda; assistir Paris Hilton perdendo a linha na Sardenhas; ver Miuccia Prada num club"
negative;565118;Como a Microsoft se deixou ser hackeada? #facepalm
positive;912089;Audi A1 chip novo aumenta a potência: Audi A1 chip novo aumenta a potência ~http
positive;384624;#Saindo'  Assistir o Jogo Do Flamengo !
positive;610324;Saindo aki galera... Bjs pras Gatas e Abraço pros Meninos...
positive;610018;Minha insanidade proveio de você e com você acabou
negative;433736;"Do jeito que a Nike tá indo ; agente vai ter que apelar pro bom e velho #Kichute ."
positive;121522;tchau pra vocês ! ate mais tarde :D
positive;2547671;meu pai eh lindoo me deu um nike shox de presente hoje sz
positive;459190;Kiko aqui em casa o/
positive;521829;"é hj a final !!!!!!!!!!!!!! to mt ansiosoo ; vo ficar com mt saudade minha vida é o BBB!!"
positive;2409260;É bom e talz..é da Sony Ericsson..Mas o meu Nokia é bem melhor! \o/
positive;451636;Boa noite galeraa !!
positive;142098;tenham todos um otimo domingo e um bom dia a todos
negative;2592328;"Em todas as fotos que eu vejo; Paris Hilton tá SEMPRE com a mesma cara"
positive;341201;Jogando mario que saudade de jogar nintendo haha
negative;875956;"pqp; esperei o sony vegas baixar --' ; e quando é agora da erro; tem que se registrar --' ; algem sabe? --'"
positive;2272083;"GoldenEye 007 do Nintendo 64 pra computador; estilo HalfLife? AÍ SIM! ~http"
positive;680645;"Viiiiiixe; pega aquela então felipão HAHAHAHA!"
negative;627771;Nossa trollei uma guria no random e descobri que o top model @user conhece ela! hahahaha
positive;95714;"daschagas;depois dessa boa noite"
positive;424650;FarCry 3 parece está bem legal.Vamo esperar a conferência da sony e sua enxorrada de exclusivos.
negative;617751;assumiu finalmente sony é viado sony é viado mais eu sabia desde o principio #GameFutebol
positive;912128;Audi A1 Sedan seria um Polo de luxo: Audi A1 Sedan seria um Polo de luxo ~http
positive;208759;"-Boa noite galera... to indo Dormir... ate amanhã... bjos... ;*"
negative;84292;"Eh estranho ver a Carolina Ferraz nessa novela dazonze...eu sinto q a qq momento ela vai gritar: ""Eu sou Ricaaaaaaa""  kkkkk.caradela#mtphyna"
positive;330402;boa noite *---*
negative;41368;"Bola murcha; que em busca do seu audi acaba renegando o seu passado de fusca."
negative;1162700;Nossa ja viu todas as temporadas ? O.O em menos de uma semana .. RT @user ='( acabou de the bing bang theory
positive;781532;Nada melhor do que emagrecer brincando! RT + Follow para concorrer a um Nintendo Wii! Use a tag #WIIGIMBA ~http 
positive;2424472;Ô Ô a camera voltou! Quer concorrer a 1 Camera Digital Samsung ES65? É só seguir @user ~http  Sorteio já depois de Amanhã.
positive;388635;Deus sabe de todas as coisas
positive;1121077;COMPRAR UM NIKE HOJE. (YN)
positive;64757;Quer concorrer a 2 Nintendo Wii? Venha para o @user! ~http  Vamos lá Galera!
negative;834335;"''Cara eu não estava bêbado"" ""Cara você; pegou um Cone de trânsito botou na cabeça e começou a falar:... ~http "
negative;511410;"amanha tem prova de filosofia e eu nem estudei nada hauhauah ; peciso tira 2"
negative;825528;ain amanha levantar pra ir pra fazendaa a neeim acho paLHA!! ¬¬' rsrs
positive;2336528;Aprendi um efeito novo no sony vegas :D
negative;232859;to fazendo um trabalho de geografia !!  to sem vontade mais tenho q faze !!
negative;2473004;... porém a Nintendo está LONGE na parte de internet e conquistas. o 3DS é uma prova viva disso! ( #uoljogos live at ~http )
positive;1581770;"Home Theater da Sony reduzido a um óculos de realidade virtual; para assistir filmes e jogar videogames! ~http  Sensacional!"
positive;2022006;Saindo amorees. TUDOO preparado para o show de hj a noite. CARTA-METRO (kilometro) .OK! | Nike lavado. OK! | CAMISETA DO FCO. OK! |
negative;830941;#MistureiActiviaCom twitter agora quando cago todo mundo fica sabendo !!!
positive;46724;"Meu orkut é todo rosa; pois é; dizem que sou foda♫"
positive;290715;impossível Mas não me importa Não me envergonho dos meus sentimentos +
